100,266
100,267
100,268
101,266
110,285
111,284
111,285
112,284
168,262
168,263
169,261
169,262
169,263
169,264
169,265
170,261
170,262
170,263
170,264
170,265
171,261
171,262
171,263
171,264
172,258
172,259
178,153
178,154
178,155
179,153
179,154
179,155
179,156
179,221
180,220
180,221
180,222
181,220
181,221
202,100
203,98
203,99
203,100
203,101
204,98
204,99
204,100
205,98
205,99
205,100
205,107
206,98
206,99
206,100
206,106
206,107
206,108
206,109
207,97
207,98
207,99
208,96
208,97
208,98
208,99
209,93
209,94
209,97
209,110
209,111
209,112
210,92
210,93
210,94
210,109
210,110
210,111
210,112
210,113
210,114
211,76
211,105
211,106
211,109
211,110
211,111
212,76
212,105
212,106
212,107
212,108
212,109
212,110
212,111
213,106
213,107
213,108
213,109
213,110
213,111
214,107
214,108
214,109
214,110
214,111
215,85
215,86
215,108
215,109
215,110
215,111
216,85
216,86
216,87
216,88
216,89
216,100
216,101
216,102
216,110
216,111
217,88
217,89
217,90
217,91
217,97
217,98
217,99
217,100
217,101
217,102
218,91
218,96
218,97
218,98
218,99
218,100
218,101
219,97
219,98
220,109
220,112
220,113
220,114
220,115
221,100
221,113
221,114
221,115
221,116
222,113
222,114
222,115
222,116
223,104
223,113
223,114
223,117
225,110
225,111
225,112
226,112
226,113
227,115
229,119
231,125
242,134
242,135
249,109
249,110
250,109
250,110
250,111
250,112
251,110
251,111
251,112
252,48
252,49
252,51
252,52
252,104
252,111
252,112
252,113
252,114
253,48
253,51
253,52
253,112
253,114
254,115
257,50
257,51
257,105
258,49
258,50
258,51
258,105
259,50
259,55
259,106
259,107
260,50
260,51
260,106
260,107
260,108
261,45
261,52
261,53
261,108
261,109
262,53
262,107
262,108
263,53
263,107
264,107
265,45
266,45
267,46
269,105
269,113
270,101
270,102
270,103
270,104
271,102
271,103
271,104
272,114
273,114
273,115
275,108
277,113
279,140
279,145
280,136
280,137
280,139
280,140
280,141
281,137
281,138
281,139
287,101
287,213
287,214
288,213
288,214
289,276
290,98
290,248
290,249
290,250
290,264
290,265
290,266
290,288
290,289
291,98
291,99
291,264
291,265
291,287
291,288
291,289
292,99
292,277
292,286
293,100
293,217
293,218
293,276
293,277
293,284
293,285
293,286
294,215
294,216
294,217
294,231
294,232
294,233
294,234
294,277
294,284
295,213
295,214
295,215
295,223
295,231
295,232
295,233
295,234
295,235
295,260
296,10
296,11
296,12
296,213
296,223
296,233
296,234
296,235
296,259
296,260
296,266
297,10
297,11
297,12
297,13
297,103
297,104
297,213
297,233
297,234
297,260
297,264
298,9
298,10
298,11
298,12
298,13
298,104
298,105
298,213
298,255
298,256
298,295
299,9
299,10
299,11
299,12
299,212
299,213
299,214
299,255
300,7
300,8
300,9
300,10
300,11
300,12
300,213
300,251
300,252
301,6
301,7
301,8
301,9
301,10
301,11
301,12
302,6
302,7
302,8
302,9
302,10
302,11
302,12
303,5
303,6
303,7
303,8
303,9
303,10
303,11
303,12
303,13
303,44
304,5
304,6
304,7
304,8
304,9
304,10
304,11
304,12
304,13
304,43
304,296
305,4
305,5
305,6
305,7
305,8
305,9
305,10
305,11
305,12
305,13
305,46
306,4
306,5
306,6
306,7
306,8
306,9
306,10
306,11
306,12
306,13
307,3
307,4
307,5
307,6
307,7
307,8
307,9
307,10
307,11
307,12
308,3
308,4
308,5
308,6
308,7
308,8
308,9
308,10
308,11
308,12
309,2
309,3
309,4
309,5
309,6
309,7
309,8
309,9
309,10
309,245
310,2
310,3
310,4
310,5
310,6
310,7
310,8
310,9
310,244
311,3
311,4
311,5
311,6
311,7
311,8
311,9
312,3
312,4
312,5
312,7
312,8
312,9
312,205
312,206
312,207
312,208
313,3
313,4
313,7
313,8
313,9
313,206
313,207
313,208
313,209
313,210
314,2
314,3
314,4
314,7
314,8
314,100
314,208
314,209
315,1
315,2
315,3
315,4
315,5
315,6
315,7
315,199
316,1
316,2
316,3
316,4
316,5
316,6
316,7
316,47
316,199
316,200
316,249
317,1
317,2
317,3
317,4
317,199
317,200
317,249
317,254
317,255
318,1
318,2
318,3
318,5
318,200
319,1
319,2
319,3
319,4
319,5
319,199
320,3
320,4
320,5
321,1
321,2
321,3
321,4
322,1
322,2
322,3
323,1
323,2
323,3
324,1
324,2
325,1
325,2
325,138
326,1
327,1
332,38
332,39
332,111
333,39
333,40
333,111
334,40
334,41
335,41
335,114
336,41
336,116
337,117
338,42
338,110
339,42
339,43
339,198
340,42
340,43
340,184
341,41
341,42
341,43
341,184
342,40
342,41
342,42
342,43
343,40
343,44
343,217
345,40
345,41
345,42
345,43
345,44
345,45
346,40
346,41
346,42
346,44
346,45
347,40
347,41
347,44
347,45
348,126
348,127
348,128
349,126
349,281
349,282
350,46
350,281
351,46
352,132
353,319
354,46
354,47
355,46
355,47
355,135
356,44
357,44
358,44
358,45
359,3
359,4
360,2
360,3
360,4
360,5
360,10
361,3
361,4
361,5
361,6
361,44
361,45
363,43
367,1
367,2
367,3
368,1
368,2
368,3
368,4
368,5
368,6
368,7
368,8
368,9
368,10
368,11
368,12
368,13
369,1
369,2
369,3
369,4
369,5
369,6
369,7
369,8
369,9
369,10
369,11
369,12
369,13
369,14
370,6
370,7
370,8
370,9
370,10
370,11
376,42
377,42
377,43
377,44
377,45
378,42
378,43
378,44
378,45
379,41
379,42
379,43
379,44
379,45
380,40
380,41
380,42
380,43
380,44
380,45
381,40
381,41
381,42
381,43
381,44
381,45
382,40
382,41
382,42
382,43
382,44
383,39
383,40
383,41
384,40
385,206
385,265
385,266
386,205
386,206
386,207
386,215
386,216
386,217
387,205
387,214
387,215
387,216
387,875
388,284
388,285
388,286
388,287
389,208
389,209
389,216
389,284
