127.6877,386.3299
194.8186,418.417
105.6292,589.6179
259.626,428.4576
76.3723,413.6995
76.3723,413.6995
443.4654,381.3064
242.0878,782.3951
797.2061,967.427
289.1095,715.0834
212.3203,639.0468
307.8495,836.6346
1321.2,477.5776
345.8268,833.9976
429.1631,848.0595
429.1631,848.0595
763.5964,482.6347
886.5489,58.39256
794.3425,546.9566
709.0792,708.1407
725.3502,685.4548
884.1334,479.2311
655.7358,984.556
867.895,615.1321
659.1697,1003.635
945.4108,498.2785
735.8578,917.2317
973.4024,583.0093
560.9572,658.0375
71.28065,659.5747
71.28065,659.5747
317.2951,198.0387
1095.264,546.1011
1106.468,540.6871
657.4724,559.3168
657.4724,559.3168
986.6979,863.7424
1173.838,531.0403
993.8942,884.1616
1105.515,686.6152
1023.453,843.6202
1039.246,821.1306
1056.384,845.0552
1023.776,900.0677
1123.694,738.655
1123.694,738.655
1056.115,870.6592
1048.02,947.6161
1085.506,909.4236
654.6461,470.9099
1277.832,646.4749
1280.279,724.6979
1109.179,1053.18
1221.604,903.0801
1221.448,911.0311
1305.094,768.2011
1244.295,528.3787
1463.601,572.1379
1505.263,577.0879
1505.263,577.0879
45.39351,373.2389
1471.795,1044.754
1469.118,815.702
1498.482,820.6163
140.6694,415.5336
987.8782,877.5836
275.7328,452.4966
526.0641,432.0238
523.4601,389.1771
503.1077,466.7861
1328.29,898.7582
654.6461,470.9099
550.6808,830.7523
799.7678,536.9176
805.5909,572.5787
666.3484,854.9604
790.8605,663.2507
790.8605,663.2507
889.4399,492.6525
716.2518,72.04189
674.1966,1040.839
1030.942,550.9787
1030.942,550.9787
938.3497,727.7338
883.9524,862.3957
960.8178,773.3002
1103.218,525.8567
952.689,797.8736
956.7215,835.8062
1152.229,538.4067
1148.585,551.5851
987.8782,877.5836
1021.844,886.8414
1048.113,865.5898
1108.86,779.4125
974.2789,1019.861
1049.275,915.5867
1069.374,940.335
1293.729,786.7545
1272.013,824.0084
1278.885,838.7417
1291.074,850.1834
1496.002,579.2076
1278.67,1030.306
1294.891,1040.171
454.2647,419.1543
804.4722,530.0342
648.5895,980.6786
630.8648,1018.116
630.8648,1018.116
859.7939,614.0519
876.3882,611.6362
693.4892,1025.615
903.551,660.7713
974.5408,599.5454
974.5408,599.5454
977.0303,618.3321
910.8513,747.1699
916.1423,769.6846
1049.959,539.5135
1049.959,539.5135
1013.853,663.1942
949.7823,788.7342
1009.89,818.9347
1010.344,829.0143
1241.507,798.5209
1365.92,588.7792
1400.665,594.4784
1280.396,812.5925
1227.818,966.1384
1522.63,858.6562
1306.136,979.4526
689.4743,553.3925
162.8301,659.8736
1466.025,153.2219
1302.839,479.9105
346.807,736.866
486.1004,319.9297
912.0527,487.2162
678.1288,998.9185
884.7003,655.9385
1038.322,540.8413
916.1423,769.6846
883.5433,852.8384
896.421,918.9755
1044.868,823.2331
982.2917,967.2416
1121.35,745.1308
1283.228,800.1542
1227.818,966.1384
1260.249,954.8428
638.2438,82.5022
638.2438,82.5022
202.315,400.2857
398.9712,807.2501
410.4268,786.4555
410.4268,786.4555
850.3244,485.5357
826.5312,551.6695
676.2895,900.1687
676.2895,900.1687
846.4039,641.6147
988.3109,874.9824
1024.148,831.8209
1054.064,812.9453
1046.275,841.3868
1050.424,859.9987
1068.363,934.6085
1024.855,585.3207
1285.371,776.1956
1267.846,836.7834
74.12949,589.1046
182.4795,427.3455
388.824,766.5862
1037.044,532.7228
1002.713,657.6696
1002.713,657.6696
1071.273,918.6002
922.562,548.2997
1156.449,785.2988
258.9959,422.8684
447.433,179.5791
53.06934,336.883
807.1476,589.6342
140.9475,60.47056
140.9475,60.47056
837.3417,664.7612
720.6284,912.6413
947.6766,802.7866
1077.643,898.5939
786.1313,467.7967
809.6779,672.5991
846.4039,641.6147
912.8258,590.2111
912.8258,590.2111
675.4816,1022.979
1100.87,788.6719
264.1604,405.5976
680.2571,859.3836
848.3438,611.1436
1522.63,858.6562
1522.63,858.6562
1388.74,865.4387
1450.324,604.6629
402.5074,418.6739
1095.095,820.3482
1052.478,898.3307
